order_date,total_orders,total_customers,units_sold,total_revenue,total_profit,average_order_value
2026-03-20,28,28,175,24534.27,9111.77,876.2239285714286
2026-03-21,22,22,113,17008.13,6860.04,773.0968181818182
2026-03-22,26,26,163,24027.99,8564.72,924.1534615384616
2026-03-23,34,34,193,31732.98,12136.72,933.3229411764705
2026-03-24,17,17,127,19933.4,7176.99,1172.5529411764708
2026-03-25,29,29,175,25145.78,9132.85,867.0958620689655
2026-03-26,35,35,214,31925.59,11642.92,912.1597142857142
2026-03-27,22,22,133,15745.28,6121.21,715.6945454545455
2026-03-28,31,31,165,26400.2,10086.68,851.6193548387097
2026-03-29,28,28,170,23128.21,9265.21,826.0074999999999
2026-03-30,27,27,136,22545.62,8302.28,835.0229629629629
2026-03-31,27,27,161,27943.75,10488.380000000001,1034.9537037037037
2026-04-01,31,31,194,26598.4,9602.76,858.0129032258066
2026-04-02,28,28,183,30852.82,12031.12,1101.8864285714285
2026-04-03,22,22,158,25425.05,10119.82,1155.6840909090909
2026-04-04,43,43,288,38966.32,14690.76,906.193488372093
2026-04-05,34,34,242,34344.19,12956.32,1010.1232352941178
2026-04-06,36,36,224,35205.91,13387.95,977.9419444444445
2026-04-07,33,33,207,29874.16,11606.94,905.2775757575757
2026-04-08,34,34,178,27980.82,11272.130000000001,822.9652941176471
2026-04-09,29,29,167,27790.2,11126.6,958.2827586206897
2026-04-10,22,22,148,19440.33,7319.92,883.6513636363637
2026-04-11,22,22,134,19266.58,6858.16,875.7536363636365
2026-04-12,28,28,192,28139.54,10216.26,1004.9835714285715
2026-04-13,27,27,184,26646.9,9860.17,986.9222222222223
2026-04-14,27,27,134,21006.39,8428.53,778.0144444444444
2026-04-15,32,32,205,32354.97,12376.27,1011.0928125
2026-04-16,25,25,171,24860.36,10099.42,994.4144
2026-04-17,24,24,118,20818.68,8246.6,867.445
2026-04-18,24,24,158,22559.59,8282.33,939.9829166666667
2026-04-19,26,26,174,26801.21,11018.86,1030.815769230769
2026-04-20,30,30,204,33249.71,12303.67,1108.3236666666667
2026-04-21,25,25,156,23193.22,8286.04,927.7288000000001
2026-04-22,38,38,212,31364.19,12432.85,825.3734210526316
2026-04-23,32,32,191,28167.86,10483.22,880.245625
2026-04-24,44,44,241,37252.07,14868.38,846.6379545454546
2026-04-25,26,26,174,29079.36,11227.72,1118.436923076923
2026-04-26,21,21,126,21544.489999999998,8537.36,1025.9280952380952
2026-04-27,29,28,162,25252.5,9913.789999999999,870.7758620689655
2026-04-28,30,29,174,27474.52,11366.86,915.8173333333333
2026-04-29,37,37,245,41119.82,16715.55,1111.3464864864866
2026-04-30,26,26,148,18643.739999999998,6189.29,717.066923076923
2026-05-01,22,22,132,18799.38,7049.29,854.5172727272728
2026-05-02,23,23,164,25499.68,9843.25,1108.6817391304348
2026-05-03,26,26,151,23159.010000000002,8819.45,890.7311538461539
2026-05-04,26,26,149,22643.1,9163.35,870.8884615384615
2026-05-05,28,28,171,27152.43,10303.9,969.7296428571428
2026-05-06,33,31,174,27372.1,10255.58,829.4575757575757
2026-05-07,30,29,208,34431.24,13558.17,1147.7079999999999
2026-05-08,27,27,165,22733.92,8526.5,841.997037037037
2026-05-09,31,31,169,24233.489999999998,9302.3,781.7254838709677
2026-05-10,27,27,173,23382.96,8825.03,866.0355555555556
2026-05-11,15,15,104,16102.25,6036.2,1073.4833333333333
2026-05-12,38,38,249,39292.29,15610.32,1034.0076315789474
2026-05-13,24,24,147,22907.65,8302.789999999999,954.4854166666668
2026-05-14,36,36,229,33145.96,12827.29,920.7211111111111
2026-05-15,19,19,122,14922.92,5540.91,785.4168421052632
2026-05-16,23,23,155,19712.89,7716.780000000001,857.0821739130434
2026-05-17,26,26,181,29525.72,12104.49,1135.6046153846155
2026-05-18,33,33,228,36228.31,13224.16,1097.8275757575757
2026-05-19,25,25,149,22386.06,8584.18,895.4424
2026-05-20,28,28,146,23244.24,8944.45,830.1514285714286
2026-05-21,28,28,182,28929.01,10190.27,1033.1789285714285
2026-05-22,28,28,168,22889.02,7993.75,817.465
2026-05-23,39,38,251,38531.68,14241.2,987.9917948717949
2026-05-24,27,27,176,22209.26,8108.3,822.5651851851851
2026-05-25,27,27,180,28460.62,11232.05,1054.097037037037
2026-05-26,29,29,160,22134.91,8365.09,763.2727586206896
2026-05-27,27,27,177,28290.23,10845.74,1047.7862962962963
2026-05-28,41,40,255,38192.01,14838.55,931.5124390243903
2026-05-29,34,33,173,25878.62,10104.28,761.1358823529412
2026-05-30,32,32,194,29172.07,11099.85,911.6271875
2026-05-31,34,34,218,36218.13,13440.640000000001,1065.2391176470587
2026-06-01,41,41,239,35190.63,14005.53,858.3080487804878
2026-06-02,39,39,232,35364.76,13287.51,906.788717948718
2026-06-03,32,32,247,38954.62,14277.990000000002,1217.331875
2026-06-04,30,30,196,29029.85,11110.08,967.6616666666666
2026-06-05,26,26,154,23329.2,9490.44,897.2769230769231
2026-06-06,27,27,179,27408.52,10447.880000000001,1015.1303703703704
2026-06-07,47,46,303,47573.95,19050.510000000002,1012.2117021276595
2026-06-08,32,32,191,29719.32,11686.94,928.72875
2026-06-09,22,22,158,22487.88,8396.76,1022.1763636363637
2026-06-10,27,27,192,29697.53,11496.27,1099.9085185185186
2026-06-11,26,26,162,26398.84,9361.02,1015.34
2026-06-12,34,34,229,34333.09,12450.1,1009.7967647058822
2026-06-13,40,40,260,40558.0,14891.93,1013.95
2026-06-14,34,34,191,28726.9,11382.86,844.9088235294118
2026-06-15,25,25,119,17979.3,6627.49,719.172
2026-06-16,21,21,140,21116.59,8833.92,1005.5519047619048
2026-06-17,26,26,162,25429.47,9372.32,978.0565384615385
2026-06-18,32,32,204,28976.63,11514.9,905.5196875
2026-06-19,36,35,229,32819.57,12251.97,911.6547222222222
2026-06-20,32,32,208,31558.670000000002,12037.21,986.2084375000001
2026-06-21,28,28,146,20378.95,7610.21,727.8196428571429
2026-06-22,37,37,218,33251.31,12123.89,898.684054054054
2026-06-23,33,33,212,28722.07,9634.35,870.3657575757576
2026-06-24,29,29,184,25504.739999999998,9346.59,879.4737931034482
2026-06-25,19,19,117,19465.11,7306.54,1024.4794736842105
2026-06-26,33,33,191,30201.47,11980.16,915.1960606060607
2026-06-27,34,34,211,29517.21,11798.13,868.1532352941176
2026-06-28,21,21,112,16351.63,5698.150000000001,778.6490476190476
2026-06-29,22,22,152,24260.62,8995.86,1102.7554545454545
2026-06-30,27,27,177,26951.51,10517.28,998.204074074074
2026-07-01,28,27,195,27721.84,9348.76,990.0657142857143
2026-07-02,36,36,244,36096.33,13227.23,1002.6758333333333
2026-07-03,35,35,257,38952.45,14885.53,1112.9271428571428
2026-07-04,35,35,232,38551.61,14076.67,1101.4745714285714
2026-07-05,31,31,205,34178.03,12955.12,1102.5170967741935
2026-07-06,36,36,214,28298.18,10879.460000000001,786.0605555555555
2026-07-07,33,33,201,32861.68,12783.78,995.8084848484849
2026-07-08,29,29,202,30198.51,11485.11,1041.3279310344826
2026-07-09,24,24,139,22756.1,8665.61,948.1708333333332
2026-07-10,27,27,137,19595.14,7493.11,725.7459259259259
2026-07-11,31,31,206,32852.78,12931.23,1059.7670967741935
2026-07-12,26,26,163,21659.13,7865.09,833.0434615384615
2026-07-13,31,31,227,35215.65,13217.86,1135.9887096774194
2026-07-14,40,40,262,41699.590000000004,15868.42,1042.4897500000002
2026-07-15,18,18,104,18608.69,7610.01,1033.816111111111
2026-07-16,24,23,148,23702.16,9408.87,987.59
2026-07-17,25,25,147,20978.81,8422.82,839.1524000000001
2026-07-18,25,25,146,24907.85,8819.29,996.314
2026-07-19,26,26,138,21584.85,8432.539999999999,830.1865384615384
2026-07-20,30,30,167,25519.25,9465.75,850.6416666666667
2026-07-21,29,29,184,27125.079999999998,9497.970000000001,935.3475862068965
2026-07-22,33,33,180,25081.98,9400.97,760.06
2026-07-23,26,26,166,28285.31,11057.08,1087.8965384615385
2026-07-24,30,30,186,30449.55,11143.17,1014.985
2026-07-25,23,23,116,19121.22,6879.38,831.3573913043479
2026-07-26,33,33,190,30309.23,11773.42,918.4615151515152
2026-07-27,26,26,163,29167.39,11669.61,1121.8226923076923
2026-07-28,34,34,188,29767.8,10648.61,875.5235294117647
2026-07-29,32,32,180,25110.96,9076.65,784.7175
2026-07-30,31,31,209,27047.56,9575.24,872.501935483871
2026-07-31,28,28,204,33137.33,12163.49,1183.4760714285715
2026-08-01,30,30,141,21681.81,8438.49,722.7270000000001
2026-08-02,21,21,128,19889.4,7308.570000000001,947.1142857142858
2026-08-03,29,29,175,24258.32,9153.86,836.4937931034483
2026-08-04,32,32,188,31374.12,12452.2,980.44125
2026-08-05,31,31,180,30038.53,11372.47,968.9848387096774
2026-08-06,31,31,203,33266.43,12453.42,1073.1106451612902
2026-08-07,26,26,131,20783.8,8659.2,799.376923076923
2026-08-08,23,23,143,20680.84,7190.65,899.1669565217392
2026-08-09,32,32,202,30164.44,11008.66,942.63875
2026-08-10,37,37,235,34804.85,13117.7,940.6716216216216
2026-08-11,44,44,266,41939.54,16364.640000000001,953.1713636363637
2026-08-12,36,36,241,36696.95,14544.01,1019.3597222222221
2026-08-13,29,29,168,27969.95,10119.2,964.4810344827587
2026-08-14,34,34,216,33247.57,12895.88,977.869705882353
2026-08-15,19,19,114,21743.85,8484.19,1144.4131578947367
2026-08-16,27,27,151,22295.76,8174.61,825.7688888888888
2026-08-17,29,29,188,31228.97,11869.44,1076.8610344827587
2026-08-18,33,32,195,28538.399999999998,10797.67,864.8
2026-08-19,21,21,121,18629.94,6999.410000000001,887.14
2026-08-20,29,29,166,25481.78,10040.83,878.6820689655171
2026-08-21,29,29,181,27562.09,9982.52,950.4168965517241
2026-08-22,25,25,151,22585.11,9049.58,903.4044
2026-08-23,32,32,189,29348.48,11406.470000000001,917.14
2026-08-24,32,32,163,26142.25,9533.390000000001,816.9453125
2026-08-25,22,22,120,18531.73,7052.03,842.3513636363637
2026-08-26,22,22,157,25482.91,9484.74,1158.314090909091
2026-08-27,26,26,179,25462.239999999998,9728.789999999999,979.316923076923
2026-08-28,36,36,225,34870.65,13924.539999999999,968.6291666666667
2026-08-29,27,26,159,23481.06,9104.380000000001,869.6688888888889
2026-08-30,27,27,167,25076.01,9721.92,928.7411111111111
2026-08-31,33,33,213,34337.99,13150.9,1040.5451515151515
2026-09-01,25,25,162,26733.44,10836.07,1069.3375999999998
2026-09-02,34,34,252,39231.17,15053.09,1153.8579411764706
2026-09-03,25,25,158,24030.23,9235.73,961.2092
2026-09-04,42,42,297,44067.28,15956.23,1049.2209523809524
2026-09-05,21,21,112,12556.99,4762.37,597.9519047619048
2026-09-06,23,23,152,22657.0,8264.48,985.0869565217391
2026-09-07,31,31,196,32187.28,12422.71,1038.2993548387096
2026-09-08,29,29,174,26442.21,9761.53,911.8003448275862
2026-09-09,30,30,200,28981.08,10739.07,966.0360000000001
2026-09-10,34,34,237,34989.05,12975.4,1029.089705882353
2026-09-11,27,27,170,24017.9,9317.71,889.5518518518519
2026-09-12,19,19,134,18757.12,7580.88,987.2168421052631
2026-09-13,25,25,157,25205.73,9867.84,1008.2292
